name,city,state,country,employees,founded,description
Platinum Life,Sandton,,South Africa,501-1000 Employees,,"Platinum Life provides personalized financial services, emphasizing integrity and a commitment to outstanding service. They offer specialized coverage for cancer and accidental disability, ensuring clients have peace of mind."
Platinum Group Security,Boca Raton,,United States,1001-5000 Employees,1996,"Platinum Group Security (PGS) is a highly respected organization in the security industry, known for its commitment to hiring top professionals and delivering comprehensive services that enhance client satisfaction. Established in 1996, PGS has a proven track record and operates in 17 markets, making it a key player in the sector."
Platinum Security Inc.,Los Angeles,,United States,1001-5000 Employees,1997,"Platinum Security is a reputable security company with over 20 years of experience, emphasizing employee retention to provide clients with top-quality security officers. They offer a range of services including armed and unarmed uniformed officers, loss prevention, and threat assessment, ensuring tailored security programs for diverse client needs."
Platinium Group SAM,Monaco,,Monaco,,,"Platinium Group S.A.M. specializes in luxury travel and Formula 1 hospitality, offering advanced ticketing technology and services that enhance the customer experience. Their expertise in ticketing logistics and event marketing supports high-profile events like the Monaco Grand Prix."
Platinum Equity,Beverly Hills,,United States,101-250 Employees,1995,"Platinum Equity is a prominent global investment firm that specializes in mergers and acquisitions, managing approximately $47 billion in assets across a diverse portfolio. With a strong focus on acquiring and operating companies, Platinum Equity has a proven track record, having completed over 400 acquisitions, which underscores its expertise in private equity and complex transactions."
Platinum Facilities & Maintenance Services Ltd,London,,United Kingdom,51-100 Employees,2001,"Platinum Facilities is a technology-led hard facilities services provider that specializes in mechanical and electrical maintenance, energy solutions, and project management, particularly for the corporate, legal, and banking sectors. With a commitment to tailored solutions and legal compliance, the company emphasizes the long-term reliability and safe operations of client properties."
Platinum Enterprise Solutions Inc.,Torrance,,United States,501-1000 Employees,2006,"Platinum Enterprise Solutions is a prominent IT company that specializes in software development and IT staffing. They offer a range of solutions, including their flagship product, iTranscript, and services in DevOps, Big Data, and Data Science, aimed at driving digital transformation for enterprises."
Platinum Care,Bury St Edmunds,,United Kingdom,51-100 Employees,2012,"Platinum Care is dedicated to enhancing the quality of life for individuals by offering personalized education and leisure opportunities, as well as a variety of home care services. Their mission focuses on supporting seniors to maintain their independence and safely age in place."
Platinum Recruitment,Dunedin,,New Zealand,1-10 Employees,2014,Platinum is a specialized recruitment and staffing service that emphasizes diversity and inclusion while delivering exceptional recruitment experiences across various sectors. Their focus on fostering creativity and innovation in the hiring process makes them a key player in the industry.
PlatinumHub,Cairo,,Egypt,51-100 Employees,2020,"Platinumhub is a Cairo-based business services provider that specializes in outsourcing solutions, including contact center management and digital marketing. The company's focus is on enhancing brand presence and improving customer interactions."
