name,city,state,country,employees,founded,description
Christoph Bornebusch GmbH & Co. KG,Siegen,,Germany,,,"Bornebusch is a leading supplier of semi-finished products and precision-machined parts made of non-ferrous metals and steel. With decades of expertise, we are your reliable partner for slide bearings, finished components, and everything related to non-ferrous metals and steels."
Vericom Global Solutions,Knoxville,,United States,1001-5000 Employees,2009,"Vericom emphasizes its commitment to providing a comprehensive range of products, including copper cabling solutions, which are essential for the energy storage industry and data center infrastructure. Their focus on customized solutions and technological innovation highlights their expertise in integrating copper wire within advanced energy and data systems."
Copperweld,Brentwood,,United States,11-50 Employees,1915,"Copperweld offers a range of high-strength Copper-Clad Steel (CCS) and Copper-Clad Aluminum (CCA) wires, which provide wire and cable producers with reliable and cost-effective solutions. Their CCS features superior impact strength and corrosion resistance, making it ideal for outdoor and direct-buried applications."
Roba Metals,IJsselstein,,Netherlands,501-1000 Employees,1937,"Roba Metals specializes in recycling and processing non-ferrous metals, including copper. With extensive capabilities and a strong logistics system, the company serves as a reliable partner in the metals industry."
Central Wire Industries,Canada,,Canada,501-1000 Employees,1955,"The company manufactures a variety of high-strength wires, including copper wire, which is commonly used in construction applications. They emphasize their commitment to quality and quick delivery, making them a reliable source for red metal wire, including copper, bronze, and brass."
Copper,San Francisco,,United States,101-250 Employees,2011,"Copper CRM emphasizes building lasting relationships with customers, which is essential for business growth. Its seamless integration with Google tools like Gmail and Google Drive makes it a user-friendly solution for managing client interactions."
Metrod,Malaysia,,Malaysia,11-50 Employees,1981,"Metrod Holdings Berhad is a leading copper manufacturer in Asia, known for its high-quality copper products, which include copper wire extensively used in electricity generation, telecommunications, and various applications. The company's commitment to excellence and reliability has established it as a trusted supplier in the region."
Houston Wire & Cable,Houston,,United States,251-500 Employees,1975,"Houston Wire & Cable is a major redistributor of electrical wire and cable, offering a vast inventory that includes a wide selection of quality products. Their commitment to superior customer service and on-time delivery ensures that customers have access to the right products when they need them."
Panduit,Tinley Park,,United States,5001-10000 Employees,1955,"Panduit is a key player in the electrical and network infrastructure sector, offering a variety of products, including Industrial Copper Cable, which is essential for efficient power delivery and organized cable management. Their focus on innovative solutions and compliance with standards like UL 1400-1 highlights their commitment to quality and sustainability."
Priority Wire & Cable,Little Rock,,United States,251-500 Employees,1993,"Priority Wire & Cable offers a wide range of wire and cable products, including specialty items and industrial rubber products like welding cable and portable cords. With a large stock and same-day shipping from multiple distribution centers, they ensure quick delivery to wholesale distributors."
