name,city,state,country,employees,founded,description
Umweltbundesamt - Environment Agency Austria,Vienna,,Austria,501-1000 Employees,1985,The company specializes in calculating carbon footprints and offers expertise in climate change mitigation and adaptation. Their comprehensive services related to environmental sustainability position them as a key player in promoting sustainable practices.
CarbonSpaceTech,Dublin,,Ireland,11-50 Employees,2020,"CarbonSpace offers a satellite-powered platform for tracking carbon footprints, providing valuable data on carbon emissions and sequestrations from various land uses. This information is essential for making climate-responsible decisions and maximizing carbon offset potential."
thecarbonfootprintco,United Kingdom,,United Kingdom,1-10 Employees,2021,"Thecarbonfootprintco specializes in providing tailored carbon footprint analysis for businesses, helping them understand and reduce their emissions. Their expert consultants manage the entire process, making it easier for companies to make informed decisions regarding their carbon impact."
Carbon Footprint ACP,London,,United Kingdom,1-10 Employees,2012,"Carbon Footprint ACP is dedicated to reducing humanity's carbon footprint through carbon trading and raising awareness about the dangers of rising carbon emissions. They emphasize the importance of leveraging carbon credits and provide advisory services related to energy, climate change, and sustainable development."
Carbon Minds,Cologne,,Germany,11-50 Employees,,"The company's cm.chemicals database provides comprehensive carbon footprint and life cycle assessment data for over 1,200 chemical products, enabling users to identify emissions hotspots and map product value chains. Additionally, it offers tools to easily access and compare carbon footprint data for suppliers, supporting the path to net zero."
Compare Your Footprint,City of Edinburgh,,United Kingdom,1-10 Employees,2016,"The company is dedicated to helping organizations manage and reduce their environmental impacts, emphasizing their role as a provider of high-quality carbon footprint calculators and expertise. They support a just transition to a stable climate by offering practical, evidence-based recommendations and are committed to transparency in their environmental efforts."
CarbonChain,London,,United Kingdom,1-10 Employees,2019,"CarbonChain offers advanced carbon accounting software that quantifies greenhouse gas emissions throughout the supply chain, enabling companies to effectively track and reduce their carbon footprint. By providing precise emissions data, CarbonChain supports clients in their journey towards net-zero goals."
Peterson Projects and Solutions (Europe),Rotterdam,,Netherlands,1001-5000 Employees,1920,"The company, Peterson, is actively engaged in sustainability projects and offers services related to responsible sourcing, which can help organizations address sustainability gaps and comply with global standards. Their focus on innovative solutions, including carbon footprinting, aligns with their commitment to creating a positive environmental impact."
Flexport,San Francisco,,United States,1001-5000 Employees,2013,Flexport is committed to making a positive environmental impact by offering tools to manage and offset carbon emissions from shipping. Their platform not only simplifies global trade but also empowers businesses to take actionable steps toward carbon neutrality through effective logistics solutions.
MyCarbon,London,,United Kingdom,1-10 Employees,2018,"MyCarbon is a sustainability consultancy that specializes in the calculation, reduction, and offsetting of carbon footprints, helping clients on their journey to net-zero. By partnering with MyCarbon, organizations can take proactive steps to reduce their carbon footprint and contribute to the fight against climate change."
