name,city,state,country,employees,founded,description
Kitply Industries,Surrey,,Canada,11-50 Employees,2010,Plywood is highlighted as a versatile and eco-friendly material that is ideal for woodworking.
Plywood Express,Pompano Beach,,United States,11-50 Employees,1994,"Plywood Express offers premium quality wood panels and flexible veneers, highlighting their commitment to using the latest materials. Their services also include specialized techniques like veneer splicing and UV finishing, ensuring high-quality products."
Plywood Supply Inc,Waltham,,United States,1-10 Employees,1964,"Plywood Supply is a distributor that specializes in high-quality building materials, including plywood, for lumber yards and contractors."
Century Plyboards,Kolkata,,India,1001-5000 Employees,1986,"CenturyPly is recognized as one of the best plywood manufacturers in India, offering an innovative range of products that cater to various home furnishing needs. Their commitment to quality and functional benefits makes them a reliable choice for homeowners."
Plywood Company of Fort Worth Inc.,Fort Worth,,United States,51-100 Employees,1969,"Plywood Company specializes in manufacturing and supplying a wide variety of plywood, including hardwood and softwood options, as well as related products like hardwood lumber and composites. They cater to various clients, providing high-quality materials and services to support construction and design projects."
Wm. B. Morse Lumber Co.,City of Rochester,,United States,51-100 Employees,1853,"Wm. B Morse Lumber Co. is a supplier of building materials, and they offer a diverse range of products, including plywood."
SVEZA,Saint Petersburg,,Russia,5001-10000 Employees,,"SVEZA is a leading global manufacturer of birch plywood, known for its high-quality products used in various applications, including construction and environmentally-friendly furniture. The company prioritizes sustainability and employs advanced technologies to maintain high production standards."
City Plywood,Waitematā,,New Zealand,1-10 Employees,,"City Plywood is a wholesale importer and distributor that specializes in the plywood industry, offering a wide range of high-quality plywood products at competitive prices. With a commitment to excellent service, they cater to customers in Broward and Palm Beach Counties."
Plywood Logistics,Thousand Oaks,,United States,1-10 Employees,2020,"The company specializes in supplying high-quality plywood and offers comprehensive services, positioning itself as a preferred direct plywood supplier near Los Angeles."
Plyco,Melbourne,,Australia,11-50 Employees,2003,"Plyco offers Australia's largest selection of quality plywood sheets and timber panels, catering to various projects and requirements. With over 20 years of experience, they provide services such as cut-to-size and nationwide delivery, making them a go-to destination for both DIY enthusiasts and professional builders."
