name,city,state,country,employees,founded,description
Menzies Aviation,London,,United Kingdom,10001+ Employees,1995,"The company provides extensive air cargo services as part of its comprehensive aviation offerings, ensuring timely delivery and operational excellence. With a global presence, it emphasizes safety and efficiency in air transportation and logistics."
Alha Group,Italy,,Italy,1001-5000 Employees,1962,"Alha Group is a leading provider of air cargo services in Italy, actively involved in enhancing cargo operations and technology. The company is recognized as a finalist in the World Air Cargo Awards, highlighting its significance in the air cargo handling market."
ASC Handling,London,,United Kingdom,1001-5000 Employees,2008,"ASC Cargo Handling is a specialized service provider at Heathrow Airport, offering a comprehensive range of cargo services, including air cargo handling, door-to-door delivery, and storage solutions. With a focus on security and efficiency, the company ensures that all cargo, including perishable and dangerous goods, is managed with the highest standards."
Air General Inc.,Portsmouth,,United States,501-1000 Employees,,"Air General, a seasoned cargo handling company with over 60 years of experience, emphasizes its commitment to quality air cargo services through state-of-the-art facilities and a highly trained staff. Their dedication to meeting diverse cargo needs positions them as a leading provider in the industry."
Skyway Aviation handling company Plc  (SAHCO),Lagos,,Nigeria,1001-5000 Employees,1996,"SAHCO is a leading airport and aviation service provider in Nigeria, offering a comprehensive range of quality and reliable cargo handling services. With its RA3 and ISAGO certifications, the company emphasizes professionalism and commitment, making it a preferred choice for air cargo operations in the West Africa sub-region."
HAE Group,United Kingdom,,United Kingdom,101-250 Employees,1997,"HAE offers comprehensive aircraft and cargo handling services, supported by a team of over 280 industry professionals and a global presence in key regions. Their expertise in GSSA services has expanded to include tailored solutions for efficient air cargo management."
CHAMP Cargosystems,Contern,,Luxembourg,501-1000 Employees,,"CHAMP Cargosystems specializes in the air cargo industry, offering integrated solutions that enhance cargo handling processes. Their Cargospot product provides comprehensive management for cargo operations and terminal activities, making it a valuable tool for ground handlers and terminal operators."
Worldwide Flight Services,Paris,,France,10001+ Employees,1983,"Worldwide Flight Services (WFS) is a global leader in air cargo logistics and ground handling services, offering comprehensive solutions that include cargo handling and ramp services. With over 40 years of experience and a presence in 18 countries, WFS ensures top-quality services while maintaining industry-leading safety and security standards."
Delhi Cargo Service Center Pvt. Ltd.,New Delhi,,India,1001-5000 Employees,2009,"The company emphasizes its commitment to security and safety in the air cargo industry, highlighting its experience and innovative approach. Additionally, it has been awarded licenses and tenders to operate key facilities, including a 'Center for Perishable Cargo' at Delhi airport, showcasing its capability in air cargo handling."
Cargo Force Inc.,Miami,,United States,1001-5000 Employees,,"Cargo Force is a specialized service provider in air cargo handling, offering efficient and safe processes that meet the operational needs of airline partners. Their expertise in cargo, ramp, and mail handling ensures a cost-effective and reliable solution for the aviation sector."
