name,city,state,country,employees,founded,description
Gorman Bros. Lumber,Kelowna,,Canada,251-500 Employees,1951,"Lumber is a family-owned manufacturer that specializes in high-quality wood products, particularly 1"" pine boards known as The Finest Boards. With a commitment to sustainable forestry practices and advanced processing technologies, the company plays a significant role in the building materials sector."
84 Lumber,North Strabane Township,,United States,5001-10000 Employees,1956,"84 Lumber Company is the largest privately held supplier of building materials in the United States, offering a wide range of products including lumber."
Carrier Lumber Ltd.,Prince George,,Canada,251-500 Employees,1951,"Carrier Lumber is a prominent manufacturer in the forest products industry, focusing on innovative lumber production. The company's modular mill design and commitment to quality highlight its expertise in this sector."
Economy Lumber Company,Campbell,,United States,11-50 Employees,1936,"Economy Lumber is a manufacturer and distributor that offers a wide range of building materials, including various types of lumber such as pressure-treated lumber, redwood, and plywood, which are essential for framing, decking, and fencing."
Hampton Lumber,Portland,,United States,1001-5000 Employees,1942,"Hampton Lumber is a family-owned manufacturer that specializes in a diverse range of wood products, including engineered wood, and operates ten sawmills across the Pacific Northwest. The company emphasizes sustainable practices, processing logs from its own certified timberlands, making it a key player in the lumber industry."
Home Lumber Company,Whitewater,,United States,11-50 Employees,1885,"Home Lumber emphasizes its commitment to outstanding customer service and offers a wide range of top-quality building materials from trusted manufacturers, which likely includes lumber. Their professional team is ready to assist customers in designing and constructing their dream homes, including outdoor spaces like decks."
Sherwood Lumber Corp,Town of Huntington,,United States,101-250 Employees,1954,"Sherwood Lumber is a prominent supplier of building materials, providing a diverse range of lumber products, including dimension lumber and specialty panels, to over 2000 lumber yards and manufacturers across the nation."
National Lumber,Mansfield,,United States,251-500 Employees,1934,"The National Lumber Family of Companies specializes in providing a comprehensive range of building materials, including lumber, and offers complete turnkey framing packages. Their expert services and innovative solutions assist builders in overcoming construction challenges, ensuring a focus on quality and efficiency."
Tropical Forest Products,Mississauga,,Canada,51-100 Employees,2017,"Tropical Forest Products is a leading manufacturer and wholesaler that specializes in a wide variety of high-quality lumber, including both domestic and exotic species. Their extensive inventory features over 50 types of wood, ensuring that they can meet diverse building material needs for both commercial and residential projects."
Dunn Lumber,United States,,United States,251-500 Employees,1907,"Dunn Lumber is a family-owned manufacturer and distributor of high-quality lumber and building materials in the Greater Seattle area, offering a diverse range of products for homeowners and contractors."
