name,city,state,country,employees,founded,description
Abraham Moon & Sons,Leeds,,United Kingdom,251-500 Employees,1837,"Abraham Moon is a UK-based manufacturer that specializes in high-quality wool fabrics, including 100% Merino wool, which is primarily used for suiting and evening wear."
Pendleton Woolen Mills,Portland,,United States,501-1000 Employees,1863,"Pendleton is a renowned manufacturer specializing in woolen products, including a lightweight and durable Merino wool flannel fabric that is ideal for fashion projects. This 100% virgin wool fabric, woven in their historic mill in Washougal, Washington, offers excellent drape and is wrinkle-resistant, making it a high-quality choice for various applications."
The Woolkeepers,Bradford,,United Kingdom,11-50 Employees,,"The company specializes in creating biodegradable wool products and promotes sustainable wool production through its Woolkeepers® initiative, which ensures fair pricing and traceability from farm to factory. Their commitment to environmental and social change is reflected in their collaboration with British wool producers, focusing on animal welfare and sustainable farming practices."
Lincraft,Melbourne,,Australia,1001-5000 Employees,1950,"Lincraft offers a wool blend suiting fabric that combines the luxurious appearance of wool with the durability of synthetic fibers, making it ideal for coats, jackets, and skirts. This fabric is available for purchase by the meter, with a composition of 50% wool and 20% polyester."
WORLD OF WOOL LIMITED,Kirklees,,United Kingdom,11-50 Employees,1989,"World of Wool specializes in textiles, particularly offering a diverse range of wool products suitable for spinning, felting, and knitting. Their collection includes various types of British wool tops and fleeces, perfect for crafting enthusiasts."
Union Fabrics Pvt. Ltd,-,,-,,,"Union Fabrics specializes in a diverse range of woven fabrics, including bedding and various home textiles, highlighting their production of greige and finished fabrics. With a significant annual weaving capacity, the company is well-equipped to meet the demands of global buyers in the textile industry."
American Woolen Company,Stafford,,United States,11-50 Employees,1899,"American Woolen Company specializes in high-quality wool textiles and apparel, particularly focusing on worsted woolens and luxury fabrics. They are dedicated to revitalizing the American textile industry by producing a range of wool products, all made in the USA, and promoting local manufacturing."
Habby And Lace,Emfuleni Local Municipality,,South Africa,251-500 Employees,1993,"Habby&Lace is a prominent South African retailer that offers a variety of products, including wool fabric. They provide a convenient online shopping experience, allowing customers to easily browse and request quotes for their wool fabric purchases."
Holland & Sherry Interiors,Peebles,,United Kingdom,51-100 Employees,1836,"Holland & Sherry specializes in luxurious textiles, including high-quality wool fabrics, drawing on over 180 years of craftsmanship. Their diverse range of products caters to both the apparel and interiors industries, highlighting their expertise in creating versatile and elegant textiles."
Woolman,Jyväskylä,,Finland,51-100 Employees,2017,"Woolman is a leading Shopify Plus Agency in the EU, specializing in e-commerce solutions that enhance customer conversion. Their comprehensive support includes strategy development and system integrations, making them a valuable partner for businesses looking to optimize their online presence."
