name,city,state,country,employees,founded,description
Commodity Trading Jobs,Geneva,,Switzerland,1-10 Employees,,"Commodity Trading Jobs is a specialized recruitment company focused on the commodity trading sector, offering access to a vast network of qualified candidates. Their platform enhances recruitment efficiency by targeting profiles that align with the industry's unique needs, ranging from support roles to trading positions."
mastertrust,New Delhi,,India,501-1000 Employees,,"Mastertrust is a prominent financial services provider in India that offers a comprehensive online commodity exchange trading platform. Their user-centric approach and advanced tools enhance the trading experience, empowering clients with real-time insights and personalized investment solutions tailored to various risk levels and timelines."
CTA Commodity Trading Advisory,Geneva,,Switzerland,11-50 Employees,2019,"Commodity Trading Advisory is a specialized service provider in the commodity trading industry, offering expert consulting and advisory services to enhance trading activities. The company focuses on establishing efficient governance structures and providing tailored solutions in key areas such as risk management, trade finance, and market analysis, which are essential for navigating the complexities of commodity trading."
CommodityFirst,Switzerland,,Switzerland,11-50 Employees,2011,"CommodityFirst is a consulting firm that specializes in optimizing and transforming commodity trading through tailored toolkits and technology integration. With a team experienced in both commodity trading and technology, they offer services that enhance trading operations, improve data efficiency, and support strategic objectives for energy trading companies."
Commodity Partners,London,,United Kingdom,1-10 Employees,2020,"Commodity Partners specializes in connecting businesses with experts in the Commodity and Energy sectors, offering valuable insights and support in areas such as trade and risk management, digital transformation, and price risk management. Their platform facilitates access to specialized knowledge that can enhance trading strategies and risk assessment practices."
Allegro Development Corporation,Dallas,,United States,501-1000 Employees,1984,"ION Trading UK Limited specializes in commodity trading and risk management through its advanced Openlink platform, which enhances position visibility, trade settlement, and risk management. Their comprehensive solutions cater to various industries, ensuring efficient operations and robust analytics for sophisticated multi-commodity businesses."
Commodity Port,London,,United Kingdom,11-50 Employees,2014,"Commodity Port is a global investment and trading platform that specializes in various commodities, including agriculture, minerals, metals, and energy products. The company enhances commodity trading through integrated solutions, trade finance, and access to investment opportunities, connecting producers and investors to facilitate seamless trading and decision-making."
TradeHelp™,Los Angeles,,United States,11-50 Employees,2014,"TradeHelp™ offers a comprehensive SaaS platform that facilitates real-time trading of physical commodities and related services, streamlining the entire trading process from sourcing to post-trade execution. Their innovative marketplace connects traders and service providers across various industries, enhancing the efficiency and digital transformation of global commodity trading."
TradeComEx,Madrid,,Spain,1-10 Employees,,"TRADECOMEX is a prominent player in the soft commodities market, specializing in the trading of products like sugar, coffee, and cocoa. With over 20 years of experience, the company emphasizes efficient logistics and sustainable practices throughout the entire value chain, from sourcing to distribution."
OSTTRA,United Kingdom,,United Kingdom,501-1000 Employees,2021,"OSTTRA specializes in post-trade solutions for commodities, offering services that streamline workflows from trade notification to portfolio reconciliation. Their extensive network and automated processes enhance trade settlements and optimize risk management across the commodities market."
