name,city,state,country,employees,founded,description
Jute Home India,Lincoln,,United Kingdom,51-100 Employees,,"JuteHome is an initiative focused on transforming the jute industry today, emphasizing key factors like quality management and ethical business practices that contribute to its success."
Jute Cottage - India,Bengaluru,,India,11-50 Employees,1999,"Jute Cottage specializes in trendy, handcrafted jute handbags created by skilled artisans, emphasizing product quality and design innovation. Their commitment to using natural ingredients highlights their dedication to sustainability and environmental preservation."
Sun Jutebag Manufacturers - Official LinkedIn Page,Visakhapatnam,,India,11-50 Employees,2016,"Sun Jute Bags is a leading manufacturer of eco-friendly jute bags, emphasizing their commitment to sustainability and quality by sourcing the finest jute material. Their custom-made bags are designed to be versatile and stylish, meeting everyday needs while making a positive environmental impact."
Jutexpo,Wychavon,,United Kingdom,11-50 Employees,2002,"Jutexpo specializes in sustainable products, including their popular jute and juco fabrics. Their commitment to high ethical standards and ability to fulfill large wholesale orders highlights their expertise in this area."
The India Jute & Industries Ltd.,Kolkata,,India,501-1000 Employees,,"The India Jute Co. offers a diverse range of jute products, including bags, rugs, and unique jute pottery and planters, which creatively combine jute fibers with clay for decorative purposes."
JUTA UK,Borough of Fylde,,United Kingdom,1001-5000 Employees,,"The company, JUTA, is a leading manufacturer of geosynthetic materials, focusing on sustainable solutions for applications such as gas protection and waterproofing. With a commitment to quality and innovation, JUTA has established itself as a respected player in the technological fabrics and synthetic products industry."
Asia Jute,Dhaka,,Bangladesh,1-10 Employees,2008,"Asia Jute is a leading manufacturer and exporter of various jute products, including jute bags, shopping bags, and sacking bags. The company emphasizes the eco-friendly nature of jute, highlighting its biodegradability and sustainability, making it a responsible alternative to plastic."
Arfa Jute,Dhaka,,Bangladesh,11-50 Employees,2020,"Arfa Jute specializes in the production and export of various jute products, including bags and gardening pots, providing eco-friendly alternatives to plastic. Their commitment to sustainable practices and innovative design positions them as a leader in the jute industry."
Pacific Jute Ltd,Kolkata,,India,251-500 Employees,2004,"Pacific Jute Limited is a prominent exporter of jute, known as the golden fiber of the earth, and has established itself as one of the top exporters globally since its inception in 2004. The company offers a wide variety of textile products and has received recognition as a Star Export House and ISO 9001:2015 certified."
Javi Home Pvt. Ltd.,India,,India,1001-5000 Employees,2010,"JAVI Home offers a Jute Braided Collection, featuring handmade rugs crafted from jute in various neutral and dyed colors, making it a valuable addition to any space."
