name,city,state,country,employees,founded,description
sonacore,New Delhi,,India,51-100 Employees,,"SonaCore specializes in designing and manufacturing high-quality school furniture, adhering to EN1729 standards to ensure age-appropriate sizes for tables and chairs. With over 48 years of experience, they focus on creating durable and innovative furniture solutions that enhance learning environments and foster academic success."
UK Educational Furniture,Tonbridge and Malling,,United Kingdom,11-50 Employees,1999,"UK Educational Furniture is an online supplier of high-quality school furniture, offering a wide range of products for schools, nurseries, colleges, and training facilities across the UK."
Academia Furniture,Medford Township,,United States,51-100 Employees,,"Academia Furniture offers a range of high-quality school furniture, including the large Hexagon Mod and the fully mobile Kinect teacher desk, designed to enhance contemporary classrooms. Their products emphasize durability and value, providing well-made chairs and seating options that support collaborative learning environments for K-12 students."
"Zhangzhou Jiansheng Furniture Co.,Ltd",China,,China,501-1000 Employees,2003,"Fujian Jiansheng Furniture Group Co., Ltd, a leading provider of high-end commercial furniture solutions, specializes in educational furniture, including innovative lunch break desks and chairs."
Ministry of Furniture Ltd,Neath,,United Kingdom,11-50 Employees,2013,"Ministry of Furniture specializes in education and workplace furniture, offering expert design and project management to create inspirational interiors that enhance space use in schools and colleges. They source and evaluate products specifically tailored for modern learning environments."
FSIoffice,Charlotte,,United States,251-500 Employees,1962,"FSIoffice specializes in providing exceptional classroom supplies and furniture, making it a trusted contractor for schools throughout the Southeast. With a commitment to quality and customer service, they offer a wide range of educational furniture design services."
Advanced Furniture,Ebbw Vale,,United Kingdom,51-100 Employees,1979,"Advanced Furniture is a prominent British manufacturer of education and contract furniture, specializing in designing and producing a variety of products, including polypropylene stacking chairs. With extensive manufacturing capabilities and a commitment to great service and efficient delivery, they are well-equipped to meet the needs of the education sector."
KI,Green Bay,,United States,1001-5000 Employees,1941,"The company, Tributaire, provides visually stunning and functional school furniture, including tables and storage solutions. Their innovative designs, such as the new furniture at Madras Middle School, replace traditional desks and enhance the learning environment."
Elhelow Style Office Furniture,New Cairo City,,Egypt,501-1000 Employees,1987,"Elhelow Style is a trusted manufacturer of school furniture, offering high-quality wooden children's school chairs with a safe design and sturdy iron chassis. With over 25 years of experience, the company focuses on creating innovative and durable furniture solutions that enhance the learning environment."
SAFFE Furniture,United States,,United States,1-10 Employees,2019,"SAFFE Furniture specializes in delivering school furniture and is committed to ensuring the success of educational projects, regardless of size. They emphasize simplicity, affordability, and fast delivery, making them a reliable partner for K-12 furniture needs."
