name,city,state,country,employees,founded,description
D+H,Canada,,Canada,1001-5000 Employees,1875,"Finastra is a key player in the fintech sector, providing a comprehensive portfolio of end-to-end lending solutions and a real-time cross-border payments platform. Their innovative many-to-many gateway lending solutions and focus on enhancing the digital borrower experience position them as a leader in transforming financial services for businesses and consumers."
FintechOS,London,,United Kingdom,251-500 Employees,2017,"The company, FintechOS, focuses on simplifying and accelerating the development of financial products through embedded finance and fintech opportunities. Their platform enables rapid configuration and innovation, allowing users to launch and service financial products efficiently."
First Data,Atlanta,,United States,10001+ Employees,1971,"Fiserv is a leading global fintech and payments company that enables money movement for financial institutions and businesses. With innovative solutions like mobile banking and real-time account processing, Fiserv enhances digital payments and financial services, supporting the growth of small businesses and driving commerce."
FinTech Portfolio,San Francisco,,United States,11-50 Employees,2014,"The company is actively contributing to the FinTech industry through its focused services on training, events, and research that generate valuable content and revenue. They are also developing essential digital banking APIs and apps, raising a FinTech fund to support entrepreneurs, and establishing themselves as a key player in the FinTech space by building companies from the ground up."
FintechLab,Vilnius,,Lithuania,11-50 Employees,2015,"FintechLab is a prominent provider of cloud-based financial services technology, offering a comprehensive ecosystem that includes digital payment solutions, e-wallets, and robust open banking APIs. Their platform is fully PSD2 compliant and continuously updated, making it a valuable resource for businesses in the fintech sector."
Latin Fintech,Lima Metropolitan Area,,Peru,11-50 Employees,2015,"The company is a recognized leader in the fintech space, having been awarded the Best Fintech in Peru for its innovative approach to online consumer loans. Their technological platform enhances the user experience by providing faster risk assessments and more flexible lending options, positioning them as a strong alternative to traditional banking."
FinTech Intel,London,,United Kingdom,11-50 Employees,,"FinTech Intel is a leading source of market information, news, and reports for the rapidly growing global fintech industry, covering key areas such as Banking, RegTech, Payments, and InsurTech."
Checkout.com,London,,United Kingdom,1001-5000 Employees,2012,"Checkout.com is a leading global payment service provider that empowers fintech businesses with a robust platform designed for optimizing payment performance and enhancing customer experiences. With capabilities for local acquiring in over 50 countries and support for more than 150 currencies, Checkout.com helps fintechs streamline transactions, reduce costs, and effectively combat fraud."
Fintech Innovation,Oslo,,Norway,11-50 Employees,2016,"Fintech Innovation is dedicated to discovering and maximizing opportunities in the fintech sector, focusing on emerging technologies like open banking, global payments, and personal finance management. With a team of experienced specialists, the company aims to build valuable fintech solutions and transform digital financial services."
Fintech-Group,Nairobi,,Kenya,51-100 Employees,1993,"Fintech is a prominent pan-African technology solutions provider that specializes in delivering customized financial technology solutions to meet the evolving needs of businesses. With over 100 projects completed across 20 countries, Fintech is dedicated to empowering clients to enhance their services through innovative technology."
