name,city,state,country,employees,founded,description
Cellink,Gothenburg,,Sweden,251-500 Employees,2016,"CELLINK is a leader in 3D bioprinting, providing advanced bioprinters and bioinks that empower researchers to innovate in the health sector. Their technologies aim to reduce organ shortages and accelerate drug development, making high-quality bioprinting solutions readily accessible to the scientific community."
TissueLabs,Manno,,Switzerland,11-50 Employees,2019,"TissueLabs specializes in bioprinting technologies, offering 3D bioprinters, bioinks, and hydrogels designed for creating artificial tissues in a laboratory setting."
UPM Biomedicals,Helsinki,,Finland,10001+ Employees,1996,"UPM Biomedicals is a leader in developing high-quality nanofibrillar cellulose specifically for applications in 3D bioprinting. Their innovative bioinks are designed to provide optimal printability and stability, making them ideal for advanced cell therapies and tissue engineering."
Allevi,Philadelphia,,United States,11-50 Employees,2014,"The company specializes in 3D bioprinting, offering advanced printers like the Allevi 2 that enable researchers to create custom 3D tissues for applications in tissue engineering, drug delivery, and disease modeling. Their technology supports the development of innovative bioinks and aims to enhance drug testing and regenerative medicine through precise and versatile bioprinting solutions."
SunP Biotech,Cherry Hill Township,,United States,11-50 Employees,2014,"SunP Biotech, LLC is a specialized company in 3D bioprinting, focusing on developing innovative bioprinting systems, bioinks, and advanced biological models for applications in tissue engineering, cancer research, and drug testing. Their proprietary technology includes a unique screw-based extrusion technique that streamlines the bioprinting process, enhancing efficiency in biomedical research and product development."
Inventia Life,Sydney,,Australia,11-50 Employees,2013,"The company specializes in advanced cell model development and has mastered Digital Bioprinting, which underpins their RASTRUM™ 3D cell biology platform. Their innovative approach enables fast, scalable, and reproducible printing of 3D cell constructs, facilitating significant advancements in drug discovery and biomedical research."
Aspect Biosystems,Vancouver,,Canada,11-50 Employees,2013,"Aspect Biosystems is a Canadian biotechnology company that specializes in developing bioprinted tissue therapeutics, aiming to transform regenerative medicine and improve health outcomes. Their innovative approach focuses on creating advanced tissue therapies designed to replace or repair biological functions in the body."
Prellis Biologics,San Francisco,,United States,11-50 Employees,2016,"Prellis Biologics utilizes advanced two-photon 3D printing technology to create complex tumor co-culture systems that mimic tumor microenvironments, facilitating the study of biological interactions critical for immuno-oncology therapeutic development. Their Externalized Immune System (EXIS™) platform further enhances this capability by recreating human immunobiology in vitro, providing essential tools for antibody discovery and vaccine development."
Smart Tissues,Kyoto,,Japan,1-10 Employees,2020,"The company is dedicated to advancing bioprinting technologies that enable the creation of realistic 3D human tissues, providing innovative solutions for laboratories engaged in life sciences research. Their focus on developing novel materials and improving product performance underscores their commitment to enhancing bioprinting applications."
Poietis,Pessac,,France,11-50 Employees,2014,"Poietis is a biotechnology company that specializes in the development and manufacturing of human tissues through advanced 4D bioprinting technology. Their proprietary Next-Generation Bioprinting platform, which includes high-resolution laser bioprinting, aims to enhance tissue engineering therapies for clinical applications."
